timestamp,tfidf_replicas,distilbert_replicas
1775081600,3,5
1775081600,3,5
1775081607,3,5
1775081607,3,5
1775081614,3,5
1775081614,3,5
1775081620,3,5
1775081620,3,5
1775081626,3,4
1775081626,3,4
1775081633,2,4
1775081633,2,4
1775081639,2,4
1775081639,2,4
1775081646,2,4
1775081646,2,4
1775081652,2,4
1775081652,2,4
1775081659,2,4
1775081659,2,4
1775081665,2,4
1775081665,2,4
1775081671,2,4
1775081671,2,4
1775081678,2,4
1775081678,2,4
1775081684,2,4
1775081684,2,4
1775081691,2,4
1775081691,2,4
1775081697,2,4
1775081697,2,4
1775081704,2,4
1775081704,2,4
1775081710,2,4
1775081710,2,4
1775081716,2,4
1775081716,2,4
1775081723,2,4
1775081723,2,4
1775081729,2,4
1775081729,2,4
1775081735,2,4
1775081735,2,4
1775081742,2,3
1775081742,2,3
1775081748,2,3
1775081748,2,3
1775081755,2,3
1775081755,2,3
1775081761,2,3
1775081761,2,3
1775081768,2,3
1775081768,2,3
1775081774,2,3
1775081774,2,3
1775081781,2,3
1775081780,2,3
1775081787,2,3
1775081787,2,3
1775081793,2,3
1775081793,2,3
1775081800,2,3
1775081800,2,3
1775081806,2,3
1775081806,2,3
1775081813,2,3
1775081813,2,3
1775081819,2,3
1775081819,2,3
1775081825,2,3
1775081826,2,3
1775081832,2,3
1775081832,2,3
1775081838,2,3
1775081839,2,3
1775081845,2,3
1775081845,2,3
1775081851,2,3
1775081851,2,3
1775081857,2,3
1775081858,2,3
1775081864,2,3
1775081864,2,3
1775081870,2,3
1775081871,2,3
1775081877,2,3
1775081877,2,3
1775081883,2,3
1775081884,2,3
1775081889,2,3
1775081890,2,3
1775081896,2,3
1775081896,2,3
1775081902,2,3
1775081902,2,3
1775081909,2,3
1775081909,2,3
1775081915,2,3
1775081915,2,3
1775081921,2,2
1775081922,2,2
1775081928,2,2
1775081928,2,2
1775081935,2,2
1775081935,2,2
1775081942,2,2
1775081942,2,2
1775081948,2,2
1775081948,2,2
1775081955,2,2
1775081955,2,2
1775081961,2,2
1775081961,2,2
1775081968,2,2
1775081968,2,2
1775081974,2,2
1775081974,2,2
1775081981,2,2
1775081981,2,2
1775081988,2,2
1775081988,2,2
1775081994,2,2
1775081994,2,2
1775082001,2,2
1775082001,2,2
1775082007,2,2
1775082007,2,2
1775082014,2,2
1775082014,2,2
1775082020,2,2
1775082020,2,2
1775082026,2,2
1775082026,2,2
1775082033,2,2
1775082033,2,2
1775082039,2,2
1775082039,2,2
1775082046,2,2
1775082046,2,2
1775082052,2,2
1775082052,2,2
1775082059,2,2
1775082059,2,2
1775082065,2,2
1775082065,2,2
1775082072,2,2
1775082072,2,2
1775082078,2,2
1775082078,2,2
1775082085,2,2
1775082085,2,2
1775082091,2,2
1775082091,2,2
1775082097,2,2
1775082097,2,2
1775082104,2,2
1775082104,2,2
1775082110,2,2
1775082110,2,2
1775082117,2,2
1775082117,2,2
1775082123,2,2
1775082123,2,2
1775082130,2,2
1775082130,2,2
1775082136,2,2
1775082136,2,2
1775082143,2,2
1775082143,2,2
1775082149,2,2
1775082149,2,2
1775082156,2,2
1775082156,2,2
1775082162,2,2
1775082162,2,2
1775082169,2,2
1775082169,2,2
1775082176,2,2
1775082176,2,2
1775082182,2,2
1775082182,2,2
1775082189,2,2
1775082189,2,2
1775082195,2,2
1775082195,2,2
1775082201,2,2
1775082202,2,2
1775082208,2,2
1775082208,2,2
1775082214,2,2
1775082215,2,2
1775082221,2,2
1775082221,2,2
1775082228,2,2
1775082228,2,2
1775082234,2,2
1775082234,2,2
1775082240,2,2
1775082241,2,2
1775082247,2,2
1775082247,2,2
1775082253,2,2
1775082254,2,2
1775082260,2,2
1775082260,2,2
1775082266,2,2
1775082266,2,2
1775082272,2,2
1775082273,2,2
1775082279,2,2
1775082279,2,2
1775082285,2,2
1775082286,2,2
1775082292,2,2
1775082292,2,2
1775082298,2,2
1775082298,2,2
1775082304,2,2
1775082305,2,2
1775082311,2,2
1775082311,2,2
1775082317,2,2
1775082318,2,2
1775082324,2,2
1775082324,2,2
1775082330,2,2
1775082330,2,2
1775082337,2,2
1775082337,2,2
1775082343,2,2
1775082343,2,2
1775082349,2,2
1775082350,2,2
1775082356,2,2
1775082356,2,2
1775082362,2,2
1775082362,2,2
1775082369,2,2
1775082369,2,2
1775082375,2,2
1775082375,2,2
1775082381,2,2
1775082381,2,2
1775082388,2,2
1775082388,2,2
1775082394,2,2
1775082394,2,2
1775082401,2,2
1775082401,2,2
1775082407,2,2
1775082407,2,2
1775082414,2,2
1775082414,2,2
1775082420,2,2
1775082420,2,2
1775082426,2,2
1775082426,2,2
1775082433,2,2
1775082433,2,2
1775082439,2,2
1775082439,2,2
1775082446,2,2
1775082446,2,2
1775082452,2,2
1775082452,2,2
1775082459,2,2
1775082459,2,2
1775082465,2,2
1775082465,2,2
1775082471,2,2
1775082471,2,2
1775082478,2,2
1775082478,2,2
1775082484,2,2
1775082484,2,2
1775082491,2,2
1775082491,2,2
1775082497,2,2
1775082497,2,2
1775082504,2,2
1775082504,2,2
1775082510,2,2
1775082510,2,2
1775082516,2,2
1775082516,2,2
1775082523,2,2
1775082523,2,2
1775082529,2,2
1775082529,2,2
1775082537,2,2
1775082537,2,2
1775082544,2,2
1775082544,2,2
1775082550,2,2
1775082550,2,2
1775082557,2,2
1775082557,2,2
1775082564,2,2
1775082564,2,2
1775082570,2,2
1775082570,2,2
1775082577,2,2
1775082577,2,2
1775082584,2,2
1775082584,2,2
1775082590,2,2
1775082590,2,2
1775082597,2,2
1775082597,2,2
1775082603,2,2
1775082603,2,2
1775082610,2,2
1775082610,2,2
1775082617,2,2
1775082617,2,2
1775082623,2,2
1775082623,2,2
1775082629,2,2
1775082629,2,2
1775082635,2,2
1775082636,2,2
1775082642,2,2
1775082642,2,2
1775082648,2,2
1775082649,2,2
1775082655,2,2
1775082655,2,2
1775082661,2,2
1775082661,2,2
1775082667,2,2
1775082668,2,2
1775082674,2,2
1775082674,2,2
1775082680,2,2
1775082680,2,2
1775082686,2,2
1775082687,2,2
1775082693,2,2
1775082693,2,2
1775082699,2,2
1775082699,2,2
1775082706,2,2
1775082706,2,2
1775082712,2,2
1775082712,2,2
1775082719,2,2
1775082719,2,2
1775082725,2,2
1775082725,2,2
1775082732,2,2
1775082732,2,2
1775082738,2,2
1775082738,2,2
1775082745,2,2
1775082745,2,2
1775082751,2,2
1775082751,2,2
1775082757,2,2
1775082757,2,2
1775082764,2,2
1775082764,2,2
1775082770,2,2
1775082770,2,2
1775082777,2,2
1775082777,2,2
1775082783,2,2
1775082783,2,2
1775082789,2,2
1775082789,2,2
1775082796,2,2
1775082796,2,2
1775082802,2,2
1775082802,2,2
1775082809,2,2
1775082809,2,2
1775082815,2,2
1775082815,2,2
1775082822,2,2
1775082822,2,2
1775082828,2,2
1775082828,2,2
1775082834,2,2
1775082834,2,2
1775082841,2,2
1775082841,2,2
1775082847,2,2
1775082847,2,2
1775082854,2,2
1775082854,2,2
1775082860,2,2
1775082860,2,2
1775082867,2,2
1775082867,2,2
1775082873,2,2
1775082873,2,2
1775082879,2,2
1775082879,2,2
1775082886,2,2
1775082886,2,2
1775082892,2,2
1775082892,2,2
1775082898,2,2
1775082898,2,2
1775082905,2,2
1775082905,2,2
1775082912,2,2
1775082912,2,2
1775082918,2,2
1775082918,2,2
1775082924,2,2
1775082924,2,2
1775082931,2,2
1775082931,2,2
1775082937,2,2
1775082937,2,2
1775082943,2,2
1775082943,2,2
1775082950,2,2
1775082950,2,2
1775082957,2,2
1775082957,2,2
1775082963,2,2
1775082963,2,2
1775082969,2,2
1775082969,2,2
1775082976,2,2
1775082976,2,2
1775082982,2,2
1775082982,2,2
1775082989,2,2
1775082989,2,2
1775082995,2,2
1775082995,2,2
1775083002,2,2
1775083002,2,2
1775083008,2,2
1775083008,2,2
1775083014,2,2
1775083014,2,2
1775083021,2,2
1775083021,2,2
1775083027,2,2
1775083027,2,2
1775083034,2,2
1775083034,2,2
1775083040,2,2
1775083040,2,2
1775083047,2,2
1775083047,2,2
1775083053,2,2
1775083053,2,2
1775083060,2,2
1775083060,2,2
1775083066,2,2
1775083066,2,2
1775083073,2,2
1775083073,2,2
1775083079,2,2
1775083079,2,2
1775083086,2,2
1775083086,2,2
1775083092,2,2
1775083092,2,2
1775083099,2,2
1775083099,2,2
1775083105,2,2
1775083105,2,2
1775083112,2,2
1775083112,2,2
1775083119,2,2
1775083119,2,2
1775083125,2,2
1775083125,2,2
1775083132,2,2
1775083132,2,2
1775083138,2,2
1775083138,2,2
1775083144,2,2
1775083144,2,2
1775083151,2,2
1775083151,2,2
1775083158,2,2
1775083158,2,2
1775083164,2,2
1775083164,2,2
1775083171,2,2
1775083171,2,2
1775083177,2,2
1775083177,2,2
1775083183,2,2
1775083184,2,2
1775083190,2,2
1775083190,2,2
1775083196,2,2
1775083197,2,2
1775083203,2,2
1775083204,2,2
1775083210,2,2
1775083210,2,2
1775083216,2,2
1775083216,2,2
1775083222,2,2
1775083223,2,2
1775083229,2,2
1775083229,2,2
1775083235,2,2
1775083235,2,2
1775083242,2,2
1775083242,2,2
1775083248,2,2
1775083248,2,2
1775083254,2,2
1775083254,2,2
1775083261,2,2
1775083261,2,2
1775083267,2,2
1775083267,2,2
1775083273,2,2
1775083273,2,2
1775083280,2,2
1775083280,2,2
1775083286,2,2
1775083286,2,2
1775083293,2,2
1775083293,2,2
1775083299,2,2
1775083299,2,2
1775083306,2,2
1775083306,2,2
1775083312,2,2
1775083312,2,2
1775083318,2,2
1775083319,2,2
1775083325,2,2
1775083325,2,2
1775083331,2,2
1775083331,2,2
1775083338,2,2
1775083338,2,2
1775083344,2,2
1775083344,2,2
1775083351,2,2
1775083351,2,2
1775083357,2,2
1775083357,2,2
1775083363,2,2
1775083363,2,2
1775083370,2,2
1775083370,2,2
1775083376,2,2
1775083376,2,2
1775083382,2,2
1775083382,2,2
1775083389,2,2
1775083389,2,2
1775083395,2,2
1775083395,2,2
1775083402,2,2
1775083402,2,2
1775083408,2,2
1775083408,2,2
1775083414,2,2
1775083414,2,2
1775083421,2,2
1775083421,2,2
1775083427,2,2
1775083427,2,2
1775083434,2,2
1775083434,2,2
1775083440,2,2
1775083440,2,2
1775083447,2,2
1775083447,2,2
1775083453,2,2
1775083453,2,2
1775083461,2,2
1775083461,2,2
1775083468,2,2
1775083469,2,2
1775083476,2,2
1775083476,2,2
1775083482,2,2
1775083482,2,2
1775083488,2,2
1775083489,2,2
1775083495,2,2
1775083495,2,2
1775083501,2,2
1775083502,2,2
1775083507,2,2
1775083508,2,2
1775083514,2,2
1775083515,2,2
1775083520,2,2
1775083521,2,2
1775083527,2,2
1775083527,2,2
1775083533,2,2
1775083534,2,2
1775083539,2,2
1775083540,2,2
1775083546,2,2
1775083546,2,2
1775083552,2,2
1775083553,2,2
1775083558,2,2
1775083559,2,2
1775083565,2,2
1775083566,2,2
1775083572,2,2
1775083572,2,2
1775083578,2,2
1775083578,2,2
1775083584,2,2
1775083585,2,2
1775083591,2,2
1775083591,2,2
1775083597,2,2
1775083597,2,2
1775083604,2,2
1775083604,2,2
1775083610,2,2
1775083610,2,2
1775083617,2,2
1775083617,2,2
1775083623,2,2
1775083624,2,2
1775083630,2,2
1775083631,2,2
1775083636,2,2
1775083637,2,2
1775083643,2,2
1775083644,2,2
1775083649,2,2
1775083650,2,2
1775083656,2,2
1775083656,2,2
1775083662,2,2
1775083663,2,2
1775083668,2,2
1775083669,2,2
1775083675,2,2
1775083676,2,2
1775083681,2,2
1775083682,2,2
1775083688,2,2
1775083689,2,2
1775083694,2,2
1775083695,2,2
1775083700,2,2
1775083702,2,2
1775083707,2,2
1775083708,2,2
1775083713,2,2
1775083714,2,2
1775083720,2,2
1775083721,2,2
1775083726,2,2
1775083727,2,2
1775083733,2,2
1775083734,2,2
1775083739,2,2
1775083740,2,2
1775083745,2,2
1775083746,2,2
1775083751,2,2
1775083753,2,2
1775083758,2,2
1775083759,2,2
1775083764,2,2
1775083766,2,2
1775083771,2,2
1775083772,2,2
1775083777,2,2
1775083779,2,2
1775083783,2,2
1775083785,2,2
1775083789,2,2
1775083791,2,2
1775083796,2,2
1775083798,2,2
1775083802,2,2
1775083804,2,2
1775083809,2,2
1775083810,2,2
1775083815,2,2
1775083817,2,2
1775083821,2,2
1775083823,2,2
1775083827,2,2
1775083830,2,2
1775083834,2,2
1775083836,2,2
1775083841,2,2
1775083842,2,2
1775083848,2,2
1775083849,2,2
1775083854,2,2
1775083855,2,2
1775083861,2,2
1775083862,2,2
1775083868,2,2
1775083869,2,2
1775083874,2,2
1775083875,2,2
1775083880,2,2
1775083882,2,2
1775083887,2,2
1775083890,2,2
1775083893,2,2
1775083897,2,2
1775083900,2,2
1775083903,2,2
1775083907,2,2
1775083910,2,2
1775083913,2,2
1775083916,2,2
1775083920,2,2
1775083923,2,2
1775083926,2,2
1775083929,2,2
1775083933,2,2
1775083935,2,2
1775083939,2,2
1775083942,2,2
1775083946,2,2
1775083948,2,2
1775083952,2,2
1775083955,2,2
1775083958,2,2
1775083961,2,2
1775083965,2,2
1775083968,2,2
1775083971,2,2
1775083974,2,2
1775083978,2,2
1775083981,2,2
1775083984,2,2
1775083987,2,2
1775083991,2,2
1775083993,2,2
1775083997,2,2
1775084000,2,2
1775084003,2,2
1775084006,2,2
1775084010,2,2
1775084013,2,2
1775084016,2,2
1775084019,2,2
1775084023,2,2
1775084026,2,2
1775084029,2,2
1775084032,2,2
1775084036,2,2
1775084038,2,2
1775084042,2,2
1775084045,2,2
1775084049,2,2
1775084051,2,2
1775084055,2,2
1775084058,2,2
1775084061,2,2
1775084064,2,2
1775084068,2,2
1775084071,2,2
1775084074,2,2
1775084077,2,2
1775084081,2,2
1775084083,2,2
1775084087,2,2
1775084090,2,2
1775084093,2,2
1775084096,2,2
1775084100,2,2
1775084103,2,2
1775084106,2,2
1775084109,2,2
1775084113,2,2
1775084116,2,2
1775084120,2,2
1775084122,2,2
1775084127,2,2
1775084128,2,2
1775084133,2,2
1775084135,2,2
1775084139,2,2
1775084141,2,2
1775084146,2,2
1775084148,2,2
1775084152,2,2
1775084154,2,2
1775084158,2,2
1775084160,2,2
1775084165,2,2
1775084167,2,2
1775084171,2,2
1775084173,2,2
1775084178,2,2
1775084180,2,2
1775084184,2,2
1775084186,2,2
1775084190,2,2
1775084193,2,2
1775084197,2,2
1775084199,2,2
1775084203,2,2
1775084205,2,2
1775084210,2,2
1775084212,2,2
1775084216,2,2
1775084218,2,2
1775084223,2,2
1775084225,2,2
1775084229,2,2
1775084231,2,2
1775084236,2,2
1775084238,2,2
1775084242,2,2
1775084244,2,2
1775084248,2,2
1775084250,2,2
1775084255,2,2
1775084257,2,2
1775084261,2,2
1775084263,2,2
1775084268,2,2
1775084270,2,2
1775084274,2,2
1775084276,2,2
1775084281,2,2
1775084283,2,2
1775084287,2,2
1775084289,2,2
1775084294,2,2
1775084296,2,2
1775084300,2,2
1775084302,2,2
1775084306,2,2
1775084308,2,2
1775084313,2,2
1775084315,2,2
1775084319,2,2
1775084321,2,2
1775084326,2,2
1775084328,2,2
1775084332,2,2
1775084334,2,2
1775084338,2,2
1775084341,2,2
1775084345,2,2
1775084348,2,2
1775084352,2,2
1775084355,2,2
1775084358,2,2
1775084361,2,2
1775084365,2,2
1775084367,2,2
1775084371,2,2
1775084374,2,2
1775084378,2,2
1775084381,2,2
1775084385,2,2
1775084387,2,2
1775084391,2,2
1775084394,2,2
1775084398,2,2
1775084401,2,2
1775084404,2,2
1775084407,2,2
1775084411,2,2
1775084414,2,2
1775084418,2,2
1775084420,2,2
1775084424,2,2
1775084427,2,2
1775084430,2,2
1775084434,2,2
1775084437,2,2
1775084440,2,2
1775084443,2,2
1775084447,2,2
1775084450,2,2
1775084453,2,2
1775084457,2,2
1775084460,2,2
1775084463,2,2
1775084466,2,2
1775084469,2,2
1775084472,2,2
1775084476,2,2
1775084479,2,2
1775084482,2,2
1775084485,2,2
1775084489,2,2
1775084492,2,2
1775084495,2,2
1775084498,2,2
1775084502,2,2
1775084505,2,2
1775084508,2,2
1775084511,2,2
1775084514,2,2
1775084517,2,2
1775084521,2,2
1775084524,2,2
1775084527,2,2
1775084530,2,2
1775084534,2,2
1775084537,2,2
1775084540,2,2
1775084543,2,2
1775084546,2,2
1775084549,2,2
1775084553,2,2
1775084556,2,2
1775084559,2,2
1775084562,2,2
1775084565,2,2
1775084568,2,2
1775084572,2,2
1775084575,2,2
1775084578,2,2
1775084582,2,2
1775084584,2,2
1775084589,2,2
1775084591,2,2
1775084595,2,2
1775084597,2,2
1775084602,2,2
1775084604,2,2
1775084608,2,2
1775084610,2,2
1775084614,2,2
1775084617,2,2
1775084621,2,2
1775084623,2,2
1775084627,2,2
1775084629,2,2
1775084634,2,2
1775084636,2,2
1775084640,2,2
1775084642,2,2
1775084647,2,2
1775084649,2,2
1775084653,2,2
1775084655,2,2
1775084660,2,2
1775084662,2,2
1775084666,2,2
1775084668,2,2
1775084672,2,2
1775084675,2,2
1775084679,2,2
1775084681,2,2
1775084685,2,2
1775084687,2,2
1775084692,2,2
1775084694,2,2
1775084698,2,2
1775084700,2,2
1775084704,2,2
1775084707,2,2
1775084711,2,2
1775084713,2,2
1775084717,2,2
1775084720,2,2
1775084724,2,2
1775084726,2,2
1775084730,2,2
1775084732,2,2
1775084737,2,2
1775084739,2,2
1775084743,2,2
1775084745,2,2
1775084750,2,2
1775084752,2,2
1775084757,2,2
1775084758,2,2
1775084763,2,2
1775084764,2,2
1775084769,2,2
1775084771,2,2
1775084776,2,2
1775084777,2,2
1775084782,2,2
1775084784,2,2
1775084789,2,2
1775084790,2,2
1775084795,2,2
1775084797,2,2
1775084802,2,2
1775084803,2,2
1775084808,2,2
1775084809,2,2
1775084815,2,2
1775084816,2,2
1775084821,2,2
1775084822,2,2
1775084827,2,2
1775084829,2,2
1775084834,2,2
1775084835,2,2
1775084840,2,2
1775084841,2,2
1775084847,2,2
1775084848,2,2
1775084853,2,2
1775084854,2,2
1775084860,2,2
1775084861,2,2
1775084866,2,2
1775084867,2,2
1775084872,2,2
1775084874,2,2
1775084879,2,2
1775084880,2,2
1775084885,2,2
1775084887,2,2
1775084892,2,2
1775084893,2,2
1775084898,2,2
1775084899,2,2
1775084905,2,2
1775084906,2,2
1775084911,2,2
1775084912,2,2
1775084918,2,2
1775084919,2,2
1775084924,2,2
1775084925,2,2
1775084930,2,2
1775084931,2,2
1775084937,2,2
1775084937,2,2
1775084943,2,2
1775084944,2,2
1775084949,2,2
1775084950,2,2
1775084956,2,2
1775084957,2,2
1775084962,2,2
1775084963,2,2
1775084968,2,2
1775084969,2,2
1775084975,2,2
1775084976,2,2
1775084981,2,2
1775084982,2,2
1775084988,2,2
1775084989,2,2
1775084994,2,2
1775084995,2,2
1775085000,2,2
1775085002,2,2
1775085007,2,2
1775085008,2,2
1775085013,2,2
1775085014,2,2
1775085020,2,2
1775085021,2,2
1775085026,2,2
1775085027,2,2
1775085033,2,2
1775085033,2,2
1775085039,2,2
1775085040,2,2
1775085046,2,2
1775085046,2,2
1775085052,2,2
1775085053,2,2
1775085058,2,2
1775085059,2,2
1775085065,2,2
1775085065,2,2
1775085071,2,2
1775085072,2,2
1775085077,2,2
1775085078,2,2
1775085084,2,2
1775085085,2,2
1775085090,2,2
1775085091,2,2
1775085097,2,2
1775085097,2,2
1775085103,2,2
1775085104,2,2
1775085109,2,2
1775085110,2,2
1775085116,2,2
1775085117,2,2
1775085122,2,2
1775085123,2,2
1775085129,2,2
1775085129,2,2
1775085135,2,2
1775085136,2,2
1775085142,2,2
1775085142,2,2
1775085148,2,2
1775085148,2,2
1775085154,2,2
1775085155,2,2
1775085161,2,2
1775085161,2,2
1775085167,2,2
1775085168,2,2
1775085173,2,2
1775085174,2,2
1775085180,2,2
1775085181,2,2
1775085186,2,2
1775085187,2,2
1775085192,2,2
1775085193,2,2
1775085199,2,2
1775085200,2,2
1775085205,2,2
1775085206,2,2
1775085211,2,2
1775085213,2,2
1775085218,2,2
1775085219,2,2
1775085224,2,2
1775085225,2,2
1775085231,2,2
1775085232,2,2
1775085237,2,2
1775085238,2,2
1775085244,2,2
1775085244,2,2
1775085251,2,2
1775085251,2,2
1775085257,2,2
1775085257,2,2
1775085263,2,2
1775085264,2,2
1775085270,2,2
1775085270,2,2
1775085276,2,2
1775085276,2,2
1775085282,2,2
1775085283,2,2
1775085289,2,2
1775085289,2,2
1775085295,2,2
1775085296,2,2
1775085302,2,2
1775085302,2,2
1775085309,2,2
1775085309,2,2
1775085315,2,2
1775085315,2,2
1775085321,2,2
1775085321,2,2
1775085328,2,2
1775085328,2,2
1775085334,2,2
1775085334,2,2
1775085340,2,2
1775085340,2,2
1775085347,2,2
1775085347,2,2
1775085353,2,2
1775085353,2,2
1775085360,2,2
1775085360,2,2
1775085366,2,2
1775085366,2,2
1775085372,2,2
1775085372,2,2
1775085379,2,2
1775085379,2,2
1775085385,2,2
1775085385,2,2
1775085392,2,2
1775085392,2,2
1775085398,2,2
1775085398,2,2
1775085405,2,2
1775085405,2,2
1775085411,2,2
1775085411,2,2
1775085417,2,2
1775085417,2,2
1775085424,2,2
1775085424,2,2
1775085430,2,2
1775085430,2,2
1775085437,2,2
1775085437,2,2
1775085443,2,2
1775085443,2,2
1775085450,2,2
1775085450,2,2
1775085456,2,2
1775085456,2,2
1775085462,2,2
1775085462,2,2
1775085469,2,2
1775085469,2,2
1775085475,2,2
1775085475,2,2
1775085482,2,2
1775085482,2,2
1775085488,2,2
1775085488,2,2
1775085494,2,2
1775085494,2,2
1775085501,2,2
1775085501,2,2
1775085507,2,2
1775085507,2,2
1775085514,2,2
1775085514,2,2
1775085520,2,2
1775085520,2,2
1775085528,2,2
1775085527,2,2
1775085535,2,2
1775085537,2,2
1775085542,2,2
1775085544,2,2
1775085550,2,2
1775085551,2,2
1775085556,2,2
1775085557,2,2
1775085563,2,2
1775085564,2,2
1775085570,2,2
1775085570,2,2
