timestamp,tfidf_replicas,distilbert_replicas
1775096247,2,2
1775096253,2,2
1775096253,2,2
1775096259,2,2
1775096259,2,2
1775096265,2,2
1775096265,2,2
1775096272,2,2
1775096272,2,2
1775096278,2,2
1775096278,2,2
1775096284,2,2
1775096284,2,2
1775096290,2,2
1775096290,2,2
1775096297,2,2
1775096297,2,2
1775096303,2,2
1775096303,2,2
1775096309,2,2
1775096309,2,2
1775096315,2,2
1775096315,2,2
1775096321,2,2
1775096321,2,2
1775096328,2,2
1775096328,2,2
1775096334,2,2
1775096334,2,2
1775096340,2,2
1775096340,2,2
1775096346,2,2
1775096346,2,2
1775096352,2,2
1775096352,2,2
1775096359,2,2
1775096359,2,2
1775096365,2,2
1775096365,2,2
1775096371,2,2
1775096371,2,2
1775096377,2,2
1775096377,2,2
1775096383,2,2
1775096383,2,2
1775096390,2,2
1775096390,2,2
1775096396,2,2
1775096396,2,2
1775096402,2,2
1775096402,2,2
1775096408,2,2
1775096408,2,2
1775096414,2,2
1775096414,2,2
1775096420,2,2
1775096420,2,2
1775096427,2,2
1775096427,2,2
1775096433,2,2
1775096433,2,2
1775096439,2,2
1775096439,2,2
1775096445,2,2
1775096445,2,2
1775096451,2,2
1775096451,2,2
1775096458,2,2
1775096458,2,2
1775096464,2,2
1775096464,2,2
1775096470,2,2
1775096470,2,2
1775096476,2,2
1775096476,2,2
1775096482,2,2
1775096482,2,2
1775096489,2,2
1775096489,2,2
1775096495,2,2
1775096495,2,2
1775096501,2,2
1775096501,2,2
1775096507,2,2
1775096507,2,2
1775096514,2,2
1775096514,2,2
1775096520,2,2
1775096520,2,2
1775096526,2,2
1775096526,2,2
1775096532,2,2
1775096532,2,2
1775096538,2,2
1775096538,2,2
1775096545,2,2
1775096545,2,2
1775096551,2,2
1775096551,2,2
1775096557,2,2
1775096557,2,2
1775096563,2,2
1775096563,2,2
1775096570,2,2
1775096570,2,2
1775096576,2,2
1775096576,2,2
1775096582,2,2
1775096582,2,2
1775096589,2,2
1775096589,2,2
1775096595,2,2
1775096595,2,2
1775096601,2,2
1775096601,2,2
1775096608,2,2
1775096608,2,2
1775096614,2,2
1775096614,2,2
1775096620,2,2
1775096620,2,2
1775096626,2,2
1775096626,2,2
1775096633,2,2
1775096633,2,2
1775096639,2,2
1775096639,2,2
1775096645,2,2
1775096645,2,2
1775096652,2,2
1775096652,2,2
1775096658,2,2
1775096658,2,2
1775096664,2,2
1775096664,2,2
1775096670,2,2
1775096670,2,2
1775096677,2,2
1775096677,2,2
1775096683,2,2
1775096683,2,2
1775096689,2,2
1775096689,2,2
1775096696,2,2
1775096696,2,2
1775096702,2,2
1775096702,2,2
1775096708,2,2
1775096708,2,2
1775096714,2,2
1775096714,2,2
1775096721,2,2
1775096721,2,2
1775096727,2,2
1775096727,2,2
1775096733,2,2
1775096733,2,2
1775096739,2,2
1775096739,2,2
1775096746,2,2
1775096746,2,2
1775096752,2,2
1775096752,2,2
1775096758,2,2
1775096758,2,2
1775096764,2,2
1775096764,2,2
1775096771,2,2
1775096771,2,2
1775096777,2,2
1775096777,2,2
1775096784,2,2
1775096784,2,2
1775096790,2,2
1775096790,2,2
1775096796,2,2
1775096796,2,2
1775096802,2,2
1775096802,2,2
1775096809,2,2
1775096809,2,2
1775096815,2,2
1775096815,2,2
1775096821,2,2
1775096821,2,2
1775096827,2,2
1775096827,2,2
1775096834,2,2
1775096834,2,2
1775096840,2,2
1775096840,2,2
1775096846,2,2
1775096846,2,2
1775096853,2,2
1775096853,2,2
1775096859,2,2
1775096859,2,2
1775096865,2,2
1775096865,2,2
1775096871,2,2
1775096871,2,2
1775096878,2,2
1775096878,2,2
1775096884,2,2
1775096884,2,2
1775096890,2,2
1775096890,2,2
1775096896,2,2
1775096896,2,2
1775096903,2,2
1775096903,2,2
1775096909,2,2
1775096909,2,2
1775096915,2,2
1775096915,2,2
1775096922,2,2
1775096922,2,2
1775096928,2,2
1775096928,2,2
1775096934,2,2
1775096934,2,2
1775096940,2,2
1775096940,2,2
1775096947,2,2
1775096947,2,2
1775096953,2,2
1775096953,2,2
1775096959,2,2
1775096959,2,2
1775096965,2,2
1775096965,2,2
1775096972,2,2
1775096972,2,2
1775096978,2,2
1775096978,2,2
1775096984,2,2
1775096984,2,2
1775096990,2,2
1775096990,2,2
1775096997,2,2
1775096997,2,2
1775097003,2,2
1775097003,2,2
1775097009,2,2
1775097009,2,2
1775097016,2,2
1775097016,2,2
1775097022,2,2
1775097022,2,2
1775097028,2,2
1775097028,2,2
1775097034,2,2
1775097034,2,2
1775097041,2,2
1775097041,2,2
1775097047,2,2
1775097047,2,2
1775097053,2,2
1775097053,2,2
1775097060,2,2
1775097060,2,2
1775097066,2,2
1775097066,2,2
1775097072,2,2
1775097072,2,2
1775097078,2,2
1775097078,2,2
1775097085,2,2
1775097085,2,2
1775097091,2,2
1775097091,2,2
1775097097,2,2
1775097097,2,2
1775097103,2,2
1775097103,2,2
1775097110,2,2
1775097110,2,2
1775097116,2,2
1775097116,2,2
1775097122,2,2
1775097122,2,2
1775097129,2,2
1775097129,2,2
1775097135,2,2
1775097135,2,2
1775097141,2,2
1775097141,2,2
1775097147,2,2
1775097147,2,2
1775097154,2,2
1775097154,2,2
1775097160,2,2
1775097160,2,2
1775097166,2,2
1775097166,2,2
1775097172,2,2
1775097172,2,2
1775097179,2,2
1775097179,2,2
1775097185,2,2
1775097185,2,2
1775097191,2,2
1775097191,2,2
1775097198,2,2
1775097198,2,2
1775097204,2,2
1775097204,2,2
1775097210,2,2
1775097210,2,2
1775097216,2,2
1775097216,2,2
1775097223,2,2
1775097223,2,2
1775097229,2,2
1775097229,2,2
1775097235,2,2
1775097235,2,2
1775097241,2,2
1775097241,2,2
1775097248,2,2
1775097248,2,2
1775097254,2,2
1775097254,2,2
1775097260,2,2
1775097260,2,2
1775097267,2,2
1775097267,2,2
1775097273,2,2
1775097273,2,2
1775097279,2,2
1775097279,2,2
1775097285,2,2
1775097285,2,2
1775097292,2,2
1775097292,2,2
1775097298,2,2
1775097298,2,2
1775097304,2,2
1775097304,2,2
1775097311,2,2
1775097311,2,2
1775097317,2,2
1775097317,2,2
1775097323,2,2
1775097323,2,2
1775097329,2,2
1775097329,2,2
1775097336,2,2
1775097336,2,2
1775097342,2,2
1775097342,2,2
1775097348,2,2
1775097348,2,2
1775097354,2,2
1775097354,2,2
1775097361,2,2
1775097361,2,2
1775097367,2,2
1775097367,2,2
1775097373,2,2
1775097373,2,2
1775097379,2,2
1775097379,2,2
1775097386,2,2
1775097386,2,2
1775097392,2,2
1775097392,2,2
1775097398,2,2
1775097398,2,2
1775097405,2,2
1775097405,2,2
1775097411,2,2
1775097411,2,2
1775097417,2,2
1775097417,2,2
1775097423,2,2
1775097423,2,2
1775097430,2,2
1775097430,2,2
1775097436,2,2
1775097436,2,2
1775097442,2,2
1775097442,2,2
1775097448,2,2
1775097448,2,2
1775097455,2,2
1775097455,2,2
1775097461,2,2
1775097461,2,2
1775097467,2,2
1775097467,2,2
1775097473,2,2
1775097473,2,2
1775097480,2,2
1775097480,2,2
1775097486,2,2
1775097486,2,2
1775097492,2,2
1775097492,2,2
1775097499,2,2
1775097499,2,2
1775097505,2,2
1775097505,2,2
1775097511,2,2
1775097511,2,2
1775097517,2,2
1775097517,2,2
1775097524,2,2
1775097524,2,2
1775097530,2,2
1775097530,2,2
1775097536,2,2
1775097536,2,2
1775097543,2,2
1775097543,2,2
1775097549,2,2
1775097549,2,2
1775097555,2,2
1775097555,2,2
1775097561,2,2
1775097561,2,2
1775097568,2,2
1775097568,2,2
1775097574,2,2
1775097574,2,2
1775097580,2,2
1775097580,2,2
1775097586,2,2
1775097587,2,2
1775097593,2,2
1775097593,2,2
1775097599,2,2
1775097599,2,2
1775097605,2,2
1775097605,2,2
1775097611,2,2
1775097612,2,2
1775097618,2,2
1775097618,2,2
1775097624,2,2
1775097624,2,2
1775097630,2,2
1775097630,2,2
1775097636,2,2
1775097637,2,2
1775097643,2,2
1775097643,2,2
1775097649,2,2
1775097649,2,2
1775097655,2,2
1775097656,2,2
1775097661,2,2
1775097662,2,2
1775097667,2,2
1775097668,2,2
1775097674,2,2
1775097674,2,2
1775097680,2,2
1775097680,2,2
1775097686,2,2
1775097686,2,2
1775097692,2,2
1775097693,2,2
1775097699,2,2
1775097699,2,2
1775097705,2,2
1775097705,2,2
1775097711,2,2
1775097711,2,2
1775097717,2,2
1775097717,2,2
1775097723,2,2
1775097724,2,2
1775097730,2,2
1775097730,2,2
1775097736,2,2
1775097736,2,2
1775097742,2,2
1775097742,2,2
1775097748,2,2
1775097749,2,2
1775097755,2,2
1775097755,2,2
1775097761,2,2
1775097762,2,2
1775097768,2,2
1775097768,2,2
1775097774,2,2
1775097774,2,2
1775097780,2,2
1775097780,2,2
1775097786,2,2
1775097786,2,2
1775097792,2,2
1775097793,2,2
1775097799,2,2
1775097799,2,2
1775097805,2,2
1775097805,2,2
1775097811,2,2
1775097811,2,2
1775097817,2,2
1775097818,2,2
1775097824,2,2
1775097824,2,2
1775097830,2,2
1775097830,2,2
1775097836,2,2
1775097837,2,2
1775097843,2,2
1775097843,2,2
1775097849,2,2
1775097849,2,2
1775097855,2,2
1775097855,2,2
1775097861,2,2
1775097862,2,2
1775097867,2,2
1775097868,2,2
1775097874,2,2
1775097874,2,2
1775097880,2,2
1775097880,2,2
1775097886,2,2
1775097887,2,2
1775097892,2,2
1775097893,2,2
1775097899,2,2
1775097899,2,2
1775097905,2,2
1775097905,2,2
1775097911,2,2
1775097912,2,2
1775097918,2,2
1775097918,2,2
1775097924,2,2
1775097924,2,2
1775097930,2,2
1775097930,2,2
1775097936,2,2
1775097937,2,2
1775097942,2,2
1775097943,2,2
1775097949,2,2
1775097949,2,2
1775097955,2,2
1775097955,2,2
1775097962,2,2
1775097962,2,2
1775097968,2,2
1775097968,2,2
1775097974,2,2
1775097974,2,2
1775097980,2,2
1775097980,2,2
1775097987,2,2
1775097987,2,2
1775097993,2,2
1775097993,2,2
1775097999,2,2
1775097999,2,2
1775098005,2,2
1775098005,2,2
1775098012,2,2
1775098012,2,2
1775098018,2,2
1775098018,2,2
1775098024,2,2
1775098024,2,2
1775098031,2,2
1775098031,2,2
1775098037,2,2
1775098037,2,2
1775098043,2,2
1775098043,2,2
1775098050,2,2
1775098050,2,2
1775098056,2,2
1775098056,2,2
1775098062,2,2
1775098062,2,2
1775098068,2,2
1775098068,2,2
1775098075,2,2
1775098075,2,2
1775098081,2,2
1775098081,2,2
1775098087,2,2
1775098087,2,2
1775098093,2,2
1775098093,2,2
1775098100,2,2
1775098100,2,2
1775098106,2,2
1775098106,2,2
1775098112,2,2
1775098112,2,2
1775098118,2,2
1775098118,2,2
1775098125,2,2
1775098125,2,2
1775098131,2,2
1775098131,2,2
1775098137,2,2
1775098137,2,2
1775098144,2,2
1775098144,2,2
1775098150,2,2
1775098150,2,2
1775098156,2,2
1775098156,2,2
1775098162,2,2
1775098162,2,2
1775098169,2,2
1775098169,2,2
1775098175,2,2
1775098175,2,2
1775098181,2,2
1775098181,2,2
1775098188,2,2
1775098188,2,2
1775098194,2,2
1775098194,2,2
1775098200,2,2
1775098200,2,2
1775098206,2,2
1775098206,2,2
1775098213,2,2
1775098213,2,2
1775098219,2,2
1775098219,2,2
1775098225,2,2
1775098225,2,2
1775098232,2,2
1775098232,2,2
1775098238,2,2
1775098238,2,2
1775098244,2,2
1775098244,2,2
1775098250,2,2
1775098250,2,2
1775098257,2,2
1775098257,2,2
1775098263,2,2
1775098263,2,2
1775098269,2,2
1775098269,2,2
1775098276,2,2
1775098276,2,2
1775098282,2,2
1775098282,2,2
1775098288,2,2
1775098288,2,2
1775098294,2,2
1775098294,2,2
1775098301,2,2
1775098301,2,2
1775098307,2,2
1775098307,2,2
1775098313,2,2
1775098313,2,2
1775098320,2,2
1775098320,2,2
1775098326,2,2
1775098326,2,2
1775098332,2,2
1775098332,2,2
1775098339,2,2
1775098339,2,2
1775098345,2,2
1775098345,2,2
1775098351,2,2
1775098351,2,2
1775098357,2,2
1775098357,2,2
1775098364,2,2
1775098364,2,2
1775098370,2,2
1775098370,2,2
1775098376,2,2
1775098376,2,2
1775098382,2,2
1775098382,2,2
1775098389,2,2
1775098389,2,2
1775098395,2,2
1775098395,2,2
1775098401,2,2
1775098401,2,2
1775098408,2,2
1775098408,2,2
1775098414,2,2
1775098414,2,2
1775098420,2,2
1775098420,2,2
1775098426,2,2
1775098426,2,2
1775098433,2,2
1775098433,2,2
1775098439,2,2
1775098439,2,2
1775098445,2,2
1775098445,2,2
1775098452,2,2
1775098452,2,2
1775098458,2,2
1775098458,2,2
1775098464,2,2
1775098464,2,2
1775098470,2,2
1775098470,2,2
1775098477,2,2
1775098477,2,2
1775098483,2,2
1775098483,2,2
1775098491,2,2
1775098491,2,2
1775098497,2,2
1775098497,2,2
1775098503,2,2
1775098503,2,2
1775098509,2,2
1775098509,2,2
1775098516,2,2
1775098516,2,2
1775098522,2,2
1775098522,2,2
1775098528,2,2
1775098528,2,2
1775098535,2,2
1775098535,2,2
1775098541,2,2
1775098541,2,2
1775098547,2,2
1775098547,2,2
1775098553,2,2
1775098553,2,2
1775098560,2,2
1775098560,2,2
1775098566,2,2
1775098566,2,2
1775098572,2,2
1775098572,2,2
1775098579,2,2
1775098579,2,2
1775098585,2,2
1775098585,2,2
1775098591,2,2
1775098591,2,2
1775098597,2,2
1775098597,2,2
1775098604,2,2
1775098604,2,2
1775098610,2,2
1775098610,2,2
1775098617,2,2
1775098617,2,2
1775098623,2,2
1775098623,2,2
1775098629,2,2
1775098629,2,2
1775098636,2,2
1775098636,2,2
1775098642,2,2
1775098642,2,2
1775098648,2,2
1775098648,2,2
1775098655,2,2
1775098655,2,2
1775098661,2,2
1775098661,2,2
1775098667,2,2
1775098667,2,2
1775098673,2,2
1775098673,2,2
1775098680,2,2
1775098680,2,2
1775098686,2,2
1775098686,2,2
1775098692,2,2
1775098692,2,2
1775098699,2,2
1775098699,2,2
1775098705,2,2
1775098705,2,2
1775098711,2,2
1775098711,2,2
1775098718,2,2
1775098718,2,2
1775098724,2,2
1775098724,2,2
1775098730,2,2
1775098730,2,2
1775098737,2,2
1775098737,2,2
1775098743,2,2
1775098743,2,2
1775098749,2,2
1775098749,2,2
1775098755,2,2
1775098755,2,2
1775098762,2,2
1775098762,2,2
1775098768,2,2
1775098768,2,2
1775098774,2,2
1775098774,2,2
1775098781,2,2
1775098781,2,2
1775098787,2,2
1775098787,2,2
1775098793,2,2
1775098793,2,2
1775098800,2,2
1775098800,2,2
1775098806,2,2
1775098806,2,2
1775098812,2,2
1775098812,2,2
1775098819,2,2
1775098819,2,2
1775098825,2,2
1775098825,2,2
1775098831,2,2
1775098831,2,2
1775098837,2,2
1775098837,2,2
1775098844,2,2
1775098844,2,2
1775098850,2,2
1775098850,2,2
1775098856,2,2
1775098856,2,2
1775098864,2,2
1775098864,2,2
1775098871,2,2
1775098871,2,2
1775098877,2,2
1775098877,2,2
1775098884,2,2
1775098884,2,2
1775098890,2,2
1775098890,2,2
1775098896,2,2
1775098896,2,2
1775098903,2,2
1775098903,2,2
1775098909,2,2
1775098909,2,2
1775098916,2,2
1775098916,2,2
1775098922,2,2
1775098922,2,2
1775098928,2,2
1775098928,2,2
1775098934,2,2
1775098934,2,2
1775098941,2,2
1775098941,2,2
1775098947,2,2
1775098947,2,2
1775098954,2,2
1775098954,2,2
1775098960,2,2
1775098960,2,2
1775098966,2,2
1775098966,2,2
1775098973,2,2
1775098973,2,2
1775098979,2,2
1775098979,2,2
1775098986,2,2
1775098986,2,2
1775098992,2,2
1775098992,2,2
1775098999,2,2
1775098999,2,2
1775099005,2,2
1775099005,2,2
1775099011,2,2
1775099011,2,2
1775099018,2,2
1775099018,2,2
1775099024,2,2
1775099024,2,2
1775099031,2,2
1775099031,2,2
1775099037,2,2
1775099037,2,2
1775099043,2,2
1775099043,2,2
1775099050,2,2
1775099050,2,2
1775099056,2,2
1775099056,2,2
1775099063,2,2
1775099063,2,2
1775099069,2,2
1775099069,2,2
1775099076,2,2
1775099076,2,2
1775099082,2,2
1775099082,2,2
1775099089,2,2
1775099089,2,2
1775099095,2,2
1775099095,2,2
1775099101,2,2
1775099101,2,2
1775099108,2,2
1775099108,2,2
1775099114,2,2
1775099114,2,2
1775099120,2,2
1775099120,2,2
1775099127,2,2
1775099127,2,2
1775099133,2,2
1775099133,2,2
1775099140,2,2
1775099140,2,2
1775099146,2,2
1775099146,2,2
1775099152,2,2
1775099152,2,2
1775099159,2,2
1775099159,2,2
1775099165,2,2
1775099165,2,2
1775099172,2,2
1775099172,2,2
1775099179,2,2
1775099179,2,2
1775099185,2,2
1775099185,2,2
1775099192,2,2
1775099192,2,2
1775099198,2,2
1775099198,2,2
1775099204,2,2
1775099204,2,2
1775099211,2,2
1775099211,2,2
1775099217,2,2
1775099217,2,2
1775099224,2,2
1775099224,2,2
1775099230,2,2
1775099230,2,2
1775099237,2,2
1775099237,2,2
1775099243,2,2
1775099243,2,2
1775099249,2,2
1775099249,2,2
1775099256,2,2
1775099256,2,2
1775099262,2,2
1775099262,2,2
1775099269,2,2
1775099269,2,2
1775099275,2,2
1775099275,2,2
1775099282,2,2
1775099282,2,2
1775099288,2,2
1775099288,2,2
1775099295,2,2
1775099295,2,2
1775099301,2,2
1775099301,2,2
1775099307,2,2
1775099307,2,2
1775099314,2,2
1775099314,2,2
1775099320,2,2
1775099320,2,2
1775099327,2,2
1775099327,2,2
1775099333,2,2
1775099333,2,2
1775099340,2,2
1775099340,2,2
1775099346,2,2
1775099346,2,2
1775099352,2,2
1775099352,2,2
1775099359,2,2
1775099359,2,2
1775099365,2,2
1775099365,2,2
1775099372,2,2
1775099372,2,2
1775099378,2,2
1775099378,2,2
1775099385,2,2
1775099385,2,2
1775099391,2,2
1775099391,2,2
1775099397,2,2
1775099397,2,2
1775099404,2,2
1775099404,2,2
1775099411,2,2
1775099411,2,2
1775099417,2,2
1775099417,2,2
1775099423,2,2
1775099423,2,2
1775099430,2,2
1775099430,2,2
1775099436,2,2
1775099436,2,2
1775099443,2,2
1775099443,2,2
1775099449,2,2
1775099449,2,2
1775099455,2,2
1775099455,2,2
1775099462,2,2
1775099462,2,2
1775099468,2,2
1775099468,2,2
1775099475,2,2
1775099475,2,2
1775099481,2,2
1775099481,2,2
1775099487,2,2
1775099487,2,2
1775099494,2,2
1775099494,2,2
1775099500,2,2
1775099500,2,2
1775099507,2,2
1775099507,2,2
1775099513,2,2
1775099513,2,2
1775099519,2,2
1775099519,2,2
1775099526,2,2
1775099526,2,2
1775099532,2,2
1775099532,2,2
1775099539,2,2
1775099539,2,2
1775099545,2,2
1775099545,2,2
1775099551,2,2
1775099551,2,2
1775099558,2,2
1775099558,2,2
1775099564,2,2
1775099564,2,2
1775099570,2,2
1775099570,2,2
1775099577,2,2
1775099577,2,2
1775099583,2,2
1775099583,2,2
1775099589,2,2
1775099589,2,2
1775099596,2,2
1775099596,2,2
1775099602,2,2
1775099602,2,2
1775099609,2,2
1775099609,2,2
1775099615,2,2
1775099615,2,2
1775099622,2,2
1775099622,2,2
1775099628,2,2
1775099628,2,2
1775099634,2,2
1775099634,2,2
1775099641,2,2
1775099641,2,2
1775099647,2,2
1775099647,2,2
1775099654,2,2
1775099654,2,2
1775099660,2,2
1775099660,2,2
1775099666,2,2
1775099666,2,2
1775099673,2,2
1775099673,2,2
1775099679,2,2
1775099679,2,2
1775099686,2,2
1775099686,2,2
1775099692,2,2
1775099692,2,2
1775099698,2,2
1775099698,2,2
1775099705,2,2
1775099705,2,2
1775099711,2,2
1775099711,2,2
1775099718,2,2
1775099718,2,2
1775099724,2,2
1775099724,2,2
1775099730,2,2
1775099730,2,2
1775099737,2,2
1775099737,2,2
1775099743,2,2
1775099743,2,2
1775099750,2,2
1775099750,2,2
1775099757,2,2
1775099757,2,2
1775099763,2,2
1775099763,2,2
1775099770,2,2
1775099770,2,2
1775099776,2,2
1775099776,2,2
1775099782,2,2
1775099782,2,2
1775099789,2,2
1775099789,2,2
1775099795,2,2
1775099795,2,2
1775099802,2,2
1775099802,2,2
1775099808,2,2
1775099808,2,2
1775099815,2,2
1775099815,2,2
1775099821,2,2
1775099821,2,2
1775099827,2,2
1775099827,2,2
1775099834,2,2
1775099834,2,2
1775099840,2,2
1775099840,2,2
1775099847,2,2
1775099847,2,2
1775099853,2,2
1775099853,2,2
1775099859,2,2
1775099859,2,2
1775099866,2,2
1775099866,2,2
1775099872,2,2
1775099872,2,2
1775099879,2,2
1775099879,2,2
1775099885,2,2
1775099885,2,2
1775099892,2,2
1775099892,2,2
1775099898,2,2
1775099898,2,2
1775099905,2,2
1775099905,2,2
1775099911,2,2
1775099911,2,2
1775099917,2,2
1775099917,2,2
1775099924,2,2
1775099924,2,2
1775099930,2,2
1775099930,2,2
1775099937,2,2
1775099937,2,2
1775099943,2,2
1775099943,2,2
1775099949,2,2
1775099949,2,2
1775099956,2,2
1775099956,2,2
1775099962,2,2
1775099962,2,2
1775099969,2,2
1775099969,2,2
1775099975,2,2
1775099975,2,2
1775099982,2,2
1775099982,2,2
1775099988,2,2
1775099988,2,2
1775099994,2,2
1775099994,2,2
1775100001,2,2
1775100001,2,2
1775100007,2,2
1775100007,2,2
1775100014,2,2
1775100014,2,2
1775100020,2,2
1775100020,2,2
1775100027,2,2
1775100027,2,2
1775100033,2,2
1775100033,2,2
1775100039,2,2
1775100039,2,2
1775100046,2,2
1775100046,2,2
1775100052,2,2
1775100052,2,2
1775100058,2,2
1775100058,2,2
1775100065,2,2
1775100065,2,2
1775100071,2,2
1775100071,2,2
1775100078,2,2
1775100078,2,2
1775100084,2,2
1775100084,2,2
1775100091,2,2
1775100091,2,2
1775100097,2,2
1775100097,2,2
1775100103,2,2
1775100103,2,2
1775100110,2,2
1775100110,2,2
1775100117,2,2
1775100117,2,2
1775100123,2,2
1775100123,2,2
1775100129,2,2
1775100129,2,2
1775100136,2,2
1775100136,2,2
1775100142,2,2
1775100142,2,2
1775100149,2,2
1775100149,2,2
1775100155,2,2
1775100155,2,2
1775100162,2,2
1775100162,2,2
1775100168,2,2
1775100168,2,2
1775100174,2,2
1775100174,2,2
1775100181,2,2
1775100181,2,2
1775100187,2,2
1775100187,2,2
1775100194,2,2
1775100194,2,2
1775100200,2,2
1775100200,2,2
1775100206,2,2
1775100206,2,2
1775100213,2,2
1775100213,2,2
1775100219,2,2
1775100219,2,2
1775100226,2,2
1775100226,2,2
1775100232,2,2
1775100232,2,2
1775100238,2,2
1775100238,2,2
1775100245,2,2
1775100245,2,2
1775100251,2,2
1775100252,2,2
1775100258,2,2
1775100258,2,2
1775100264,2,2
1775100264,2,2
1775100270,2,2
1775100271,2,2
1775100277,2,2
1775100277,2,2
1775100283,2,2
1775100283,2,2
1775100290,2,2
1775100290,2,2
1775100296,2,2
1775100297,2,2
1775100302,2,2
1775100303,2,2
1775100309,2,2
1775100309,2,2
1775100315,2,2
1775100316,2,2
1775100321,2,2
1775100322,2,2
1775100328,2,2
1775100328,2,2
1775100334,2,2
1775100335,2,2
1775100341,2,2
1775100341,2,2
1775100347,2,2
1775100348,2,2
1775100353,2,2
1775100354,2,2
1775100360,2,2
1775100360,2,2
1775100366,2,2
1775100367,2,2
1775100373,2,2
1775100373,2,2
1775100379,2,2
1775100380,2,2
1775100385,2,2
1775100386,2,2
1775100392,2,2
1775100392,2,2
1775100398,2,2
1775100399,2,2
1775100404,2,2
1775100405,2,2
1775100411,2,2
1775100412,2,2
1775100417,2,2
1775100418,2,2
1775100424,2,2
1775100424,2,2
1775100430,2,2
1775100431,2,2
1775100436,2,2
1775100437,2,2
1775100443,2,2
1775100444,2,2
1775100449,2,2
1775100450,2,2
1775100455,2,2
1775100457,2,2
1775100462,2,2
1775100463,2,2
1775100468,2,2
1775100470,2,2
1775100474,2,2
1775100476,2,2
1775100481,2,2
1775100483,2,2
1775100487,2,2
1775100489,2,2
1775100494,2,2
1775100495,2,2
1775100500,2,2
1775100502,2,2
1775100506,2,2
1775100508,2,2
1775100513,2,2
1775100514,2,2
1775100519,2,2
1775100521,2,2
1775100525,2,2
1775100527,2,2
1775100532,2,2
1775100534,2,2
1775100538,2,2
1775100541,2,2
1775100544,2,2
1775100547,2,2
1775100551,2,2
1775100554,2,2
1775100559,2,2
1775100560,2,2
1775100566,2,2
1775100566,2,2
1775100572,2,2
1775100573,2,2
1775100578,2,2
1775100579,2,2
1775100584,2,2
1775100585,2,2
1775100591,2,2
1775100592,2,2
1775100597,2,2
1775100598,2,2
1775100603,2,2
1775100605,2,2
1775100610,2,2
1775100611,2,2
1775100616,2,2
1775100617,2,2
1775100622,2,2
1775100624,2,2
1775100629,2,2
1775100630,2,2
1775100635,2,2
1775100636,2,2
1775100641,2,2
1775100643,2,2
1775100648,2,2
1775100649,2,2
1775100654,2,2
1775100656,2,2
1775100661,2,2
1775100662,2,2
1775100667,2,2
1775100669,2,2
1775100673,2,2
1775100675,2,2
1775100680,2,2
1775100681,2,2
1775100686,2,2
1775100688,2,2
1775100693,2,2
1775100694,2,2
1775100699,2,2
1775100701,2,2
1775100705,2,2
1775100707,2,2
1775100712,2,2
1775100714,2,2
1775100718,2,2
1775100720,2,2
1775100725,2,2
1775100726,2,2
1775100731,2,2
1775100733,2,2
1775100738,2,2
1775100739,2,2
1775100744,2,2
1775100746,2,2
1775100750,2,2
1775100752,2,2
1775100757,2,2
1775100758,2,2
1775100763,2,2
1775100765,2,2
1775100770,2,2
1775100771,2,2
1775100776,2,2
1775100777,2,2
1775100783,2,2
1775100784,2,2
1775100789,2,2
1775100790,2,2
1775100796,2,2
1775100797,2,2
1775100802,2,2
1775100803,2,2
1775100808,2,2
1775100810,2,2
1775100815,2,2
1775100816,2,2
1775100821,2,2
1775100822,2,2
1775100828,2,2
1775100829,2,2
1775100834,2,2
1775100835,2,2
1775100841,2,2
1775100842,2,2
1775100847,2,2
1775100848,2,2
1775100853,2,2
1775100854,2,2
1775100860,2,2
1775100861,2,2
1775100866,2,2
1775100867,2,2
1775100872,2,2
1775100874,2,2
1775100879,2,2
1775100880,2,2
1775100885,2,2
1775100886,2,2
1775100891,2,2
1775100893,2,2
1775100897,2,2
1775100899,2,2
1775100904,2,2
1775100905,2,2
1775100910,2,2
1775100912,2,2
1775100916,2,2
1775100918,2,2
1775100923,2,2
1775100924,2,2
1775100929,2,2
1775100931,2,2
1775100935,2,2
1775100937,2,2
1775100941,2,2
1775100943,2,2
1775100948,2,2
1775100949,2,2
1775100954,2,2
1775100956,2,2
1775100960,2,2
1775100962,2,2
1775100967,2,2
1775100969,2,2
1775100973,2,2
1775100975,2,2
1775100979,2,2
1775100981,2,2
1775100985,2,2
1775100987,2,2
1775100992,2,2
1775100994,2,2
1775100998,2,2
1775101000,2,2
1775101004,2,2
1775101006,2,2
1775101010,2,2
1775101012,2,2
1775101017,2,2
1775101019,2,2
1775101023,2,2
1775101025,2,2
1775101029,2,2
1775101031,2,2
1775101036,2,2
1775101038,2,2
1775101042,2,2
1775101044,2,2
1775101048,2,2
1775101050,2,2
1775101054,2,2
1775101056,2,2
1775101061,2,2
1775101063,2,2
1775101067,2,2
1775101069,2,2
1775101073,2,2
1775101075,2,2
1775101080,2,2
1775101082,2,2
1775101086,2,2
1775101088,2,2
1775101092,2,2
1775101094,2,2
1775101098,2,2
1775101100,2,2
1775101105,2,2
1775101107,2,2
1775101111,2,2
1775101113,2,2
1775101117,2,2
1775101119,2,2
1775101124,2,2
1775101126,2,2
1775101130,2,2
1775101132,2,2
1775101136,2,2
1775101138,2,2
1775101143,2,2
1775101144,2,2
1775101149,2,2
1775101151,2,2
1775101155,2,2
1775101157,2,2
1775101161,2,2
1775101163,2,2
