Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,[cloudrun] distilbert,2338,0,1300.0,2991.5456787868397,218.84691703598946,9737.515334039927,178.68263473053892,23.566185101898895,0.0,1300,4300,4500,4700,8700,9000,9300,9400,9700,9700,9700
,Aggregated,2338,0,1300.0,2991.5456787868397,218.84691703598946,9737.515334039927,178.68263473053892,23.566185101898895,0.0,1300,4300,4500,4700,8700,9000,9300,9400,9700,9700,9700
