Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,[cloudrun] tfidf,57,0,90,105.8319195851749,78.91866704449058,168.0075409822166,170.78947368421052,0.9664194804223125,0.0,90,110,130,140,160,170,170,170,170,170,170
,Aggregated,57,0,90,105.8319195851749,78.91866704449058,168.0075409822166,170.78947368421052,0.9664194804223125,0.0,90,110,130,140,160,170,170,170,170,170,170
