Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,[cloudrun] tfidf,7719,0,70,238.78515024416035,55.940458085387945,28852.180249989033,171.1470397719912,77.76913279068104,0.0,70,76,100,120,140,150,180,270,27000,29000,29000
,Aggregated,7719,0,70,238.78515024416035,55.940458085387945,28852.180249989033,171.1470397719912,77.76913279068104,0.0,70,76,100,120,140,150,180,270,27000,29000,29000
